,CDSCode,School,Zip,EILCode,Virtual,Latitude,Longitude,LastUpDate,Address,Zipcode
361,37683380108290,Ibarra Elementary,92115-4947,ELEM,N,32.753027,-117.08953,2020-08-13,"4877 Orange Avenue,San Diego,CA,92115",92115
362,37683380108787,High Tech High Media Arts,92106-6039,HS,N,32.734734,-117.2197,2020-08-13,"2230 Truxtun Road Third Floor,San Diego,CA,92106",92106
363,37683380109033,King-Chavez Arts and Athletics Academy,92102-4236,ELEM,N,32.709848,-117.12742,2020-08-13,"415 31st Street,San Diego,CA,92102",92102
364,37683380109157,Magnolia Science Academy San Diego,92120-2707,INTMIDJR,N,32.791691,-117.08783,2020-08-13,"6525 Estrella Avenue,San Diego,CA,92120",92120
365,37683380111864,Normal Heights Elementary,92116-3737,ELEM,N,32.761139,-117.11376,2020-08-13,"3750 Ward Road,San Diego,CA,92116",92116
366,37683380111898,Albert Einstein Academy Charter Middle,92102-1718,INTMIDJR,N,32.709719,-117.13816,2020-08-13,"458 26th Street,San Diego,CA,92102",92102
367,37683380111906,King-Chavez Preparatory Academy,92102-3090,INTMIDJR,N,32.710591,-117.1303,2020-08-13,"500 30th Street,San Diego,CA,92102",92102
368,37683380114025,Lincoln High,92113-2071,HS,C,32.704034,-117.09196,2020-08-13,"4777 Imperial Avenue,San Diego,CA,92113",92113
369,37683380114033,Rodriguez Elementary,92113-2525,ELEM,N,32.697615,-117.12725,2020-08-13,"825 South 31st Street,San Diego,CA,92113",92113
370,37683380114041,Joyner Elementary,92105-3426,ELEM,N,32.742094,-117.1027,2020-09-10,"4271 Myrtle Avenue,San Diego,CA,92105",92105
371,37683380114462,Health Sciences High and Middle College,92105-7302,HS,C,32.749745,-117.11047,2020-08-13,"3910 University Avenue, Suite 100,San Diego,CA,92105",92105
372,37683380116939,Innovation Middle,92117-2303,INTMIDJR,N,32.838063,-117.17514,2020-08-13,"5095 Arvinels Avenue,San Diego,CA,92117",92117
373,37683380117325,Millennial Tech Middle,92102-3713,INTMIDJR,N,32.716935,-117.08861,2020-02-13,"1110 Carolina Lane,San Diego,CA,92102",92102
374,37683380118083,Innovations Academy,92123-1313,ELEM,N,32.834194,-117.1273,2020-08-13,"5454 Ruffin Road,San Diego,CA,92123",92123
375,37683380118315,East Village Middle College High,92101-4717,HS,C,32.720003,-117.15317,2020-08-13,"1405 Park Boulevard,San Diego,CA,92101",92101
376,37683380118851,King-Chavez Community High,92101-4003,HS,C,32.718821,-117.16264,2020-08-13,"201 A Street,San Diego,CA,92101",92101
377,37683380119610,Gompers Preparatory Academy,92102-3626,ELEMHIGH,C,32.716111,-117.09357,2020-08-13,"1005 47th Street,San Diego,CA,92102",92102
378,37683380120410,iHigh Virtual Academy,92110-3012,HS,V,32.751221,-117.19481,2020-08-13,"3939 Conde Street,San Diego,CA,92110",92110
379,37683380121681,San Diego Global Vision Academy,92116-3423,ELEM,N,32.762372,-117.1191,2020-08-13,"3430 School Street,San Diego,CA,92116",92116
380,37683380122788,School for Entrepreneurship and Technology,92123-1711,HS,C,32.807105,-117.1485,2020-08-13,"3540 Aero Court,San Diego,CA,92123",92123
381,37683380123778,Old Town Academy K-8 Charter,92110-2901,ELEM,N,32.746573,-117.18925,2020-08-13,"2120 San Diego Avenue,San Diego,CA,92110",92110
382,37683380124115,Knox Middle,92113-3599,INTMIDJR,N,32.695466,-117.08946,2020-08-13,"1098 South 49th Street,San Diego,CA,92113",92113
383,37683380124347,City Heights Preparatory Charter,92115-6009,ELEMHIGH,N,32.753973,-117.07982,2020-08-13,"4260 54th Street,San Diego,CA,92115",92115
384,37683380126730,Kavod Charter,92111-3447,ELEM,N,32.819772,-117.16794,2020-06-09,"6991 Balboa Avenue,San Diego,CA,92111",92111
385,37683380126938,Home & Hosp/Transition Support,92103,ELEMHIGH,N,32.715329,-117.15725,2020-08-13,"4100 Normal Street, Annex 14,San Diego,CA,92103",92103
386,37683380127647,e3 Civic High,92101,HS,C,32.709215,-117.15465,2020-08-13,"395 11th Avenue, 6th Floor,San Diego,CA,92101",92101
387,37683380129387,Empower Language Academy,92111-6013,ELEM,N,32.772382,-117.17922,2020-09-10,"6402 Linda Vista Road,San Diego,CA,92111",92111
388,37683380129395,Elevate Charter,92123-3934,ELEM,N,32.786288,-117.14434,2020-08-13,"2285 Murray Ridge Road,San Diego,CA,92123",92123
389,37683380131565,High Tech Elementary,92106-6189,ELEM,N,32.731713,-117.21737,2020-08-24,"2150 Cushing Road,San Diego,CA,92106",92106
390,37683380131979,Ingenuity Charter,92114-5620,ELEMHIGH,V,32.70204,-117.06464,2020-08-11,"6130 Skyline Drive,San Diego,CA,92114",92114
391,37683380132316,Jonas Salk Elementary,92126-3449,ELEM,N,32.906344,-117.15512,2020-08-13,"7825 Flanders Drive,San Diego,CA,92126",92126
392,37683380135913,Urban Discovery Academy Charter,92101-6608,ELEMHIGH,N,32.714193,-117.15224,2020-07-14,"840 14th Street,San Diego,CA,92101",92101
393,37683380136663,America's Finest Charter,92102-3619,ELEMHIGH,N,32.712836,-117.09808,2020-08-13,"730 45th Street,San Diego,CA,92102",92102
394,37683380137802,National University Academy 1001 STEAM,92123-1788,ELEMHIGH,V,32.808972,-117.14885,2019-03-27,"3678 Aero Court,San Diego,CA,92123",92123
395,37683380140319,Logan Memorial Educational Campus,92113-1334,UG,N,32.700754,-117.13259,2020-08-25,"2875 Ocean View Blvd,San Diego,CA,92113",92113
396,37683380140384,Mountain View,92113-2712,ELEM,N,32.69745,-117.11746,2020-09-10,"3550 Logan Avenue,San Diego,CA,92113",92113
397,37683383730116,John Muir Language Academy,92117-4728,ELEM,C,32.823298,-117.19419,2019-10-03,"4431 Mount Herbert Avenue,San Diego,CA,92117",92117
398,37683383730173,Serra High,92124-2037,HS,C,32.825282,-117.10407,2020-08-13,"5156 Santo Road,San Diego,CA,92124",92124
399,37683383730181,Mira Mesa High,92126-3275,HS,N,32.910904,-117.14037,2020-08-13,"10510 Marauder Way,San Diego,CA,92126",92126
400,37683383730231,Twain High,92111-7320,HS,C,32.771471,-117.17933,2020-08-13,"6402 Linda Vista Road,San Diego,CA,92111",92111
401,37683383730280,San Diego Adult,92113,A,F,32.703991,-117.09202,2020-05-15,"4777 Imperial Avenue Room 407,San Diego,CA,92113",92113
402,37683383730314,University City High,92122-2455,HS,C,32.861197,-117.20954,2020-08-13,"6949 Genesee Avenue,San Diego,CA,92122",92122
403,37683383730363,Whittier K-12,92117-5938,ELEMHIGH,C,32.803799,-117.19929,2020-09-10,"3401 Clairemont Drive,San Diego,CA,92117",92117
404,37683383730371,San Diego SCPA,92139-2412,ELEMHIGH,C,32.679265,-117.04953,2020-08-13,"2425 Dusk Drive,San Diego,CA,92139",92139
405,37683383730751,Mt. Everest Academy,92117-4847,ELEMHIGH,V,32.820017,-117.1861,2020-08-13,"4350 Mount Everest Boulevard,San Diego,CA,92117",92117
406,37683383730884,Scripps Ranch High,92131-1126,HS,C,32.908719,-117.11199,2020-09-10,"10410 Falcon Way,San Diego,CA,92131",92131
407,37683383730959,Charter School of San Diego,92121-2964,ELEMHIGH,N,32.902951,-117.18379,2020-08-24,"10170 Huennekens Street,San Diego,CA,92121",92121
408,37683383731056,TRACE,92110-2818,HS,N,32.750337,-117.19342,2020-08-13,"2375 Congress Street Suite 4,San Diego,CA,92110",92110
409,37683383731130,ALBA,92104-1706,HS,C,32.751186,-117.13509,2020-08-13,"4041 Oregon Street,San Diego,CA,92104",92104
410,37683383731189,Preuss School UCSD,92093-0536,ELEMHIGH,N,32.875469,-117.23912,2020-09-02,"9500 Gilman Drive,La Jolla,CA,92093",92093
411,37683383731213,Clairemont High,92117-5853,HS,C,32.807111,-117.20332,2020-08-13,"4150 Ute Drive,San Diego,CA,92117",92117
412,37683383731247,High Tech High,92106-6025,HS,N,32.73404,-117.21514,2020-08-13,"2861 Womble Road,San Diego,CA,92106",92106
413,37683383731395,Audeo Charter,92121-2964,ELEMHIGH,N,32.902951,-117.18379,2020-08-13,"10170 Huennekens Street,San Diego,CA,92121",92121
414,37683383731551,Creative Performing and Media Arts,92117-1401,INTMIDJR,N,32.835962,-117.182,2020-08-13,"5050 Conrad Avenue,San Diego,CA,92117",92117
415,37683383732781,Henry High,92120-3250,HS,C,32.796333,-117.05148,2020-09-10,"6702 Wandermere Drive,San Diego,CA,92120",92120
416,37683383732997,Hoover High,92115-4312,HS,C,32.755352,-117.09761,2020-08-13,"4474 El Cajon Boulevard,San Diego,CA,92115",92115
417,37683383733508,La Jolla High,92037-6103,HS,C,32.832726,-117.27269,2020-08-13,"750 Nautilus Street,La Jolla,CA,92037",92037
418,37683383733698,Madison High,92117-3211,HS,C,32.831046,-117.17568,2020-08-13,"4833 Doliva Drive,San Diego,CA,92117",92117
419,37683383734431,Mission Bay High,92109-4825,HS,C,32.801298,-117.22441,2020-08-13,"2475 Grand Avenue,San Diego,CA,92109",92109
420,37683383734654,Morse High,92114-5928,HS,C,32.702602,-117.04876,2020-08-13,"6905 Skyline Drive,San Diego,CA,92114",92114
421,37683383735750,Point Loma High,92106-1646,HS,C,32.740362,-117.22662,2020-09-10,"2335 Chatsworth Boulevard,San Diego,CA,92106",92106
422,37683383737962,Garfield High,92101-4759,HS,C,32.718735,-117.14953,2020-08-13,"1255 16th Street,San Diego,CA,92101",92101
423,37683386039101,Adams Elementary,92116-3536,ELEM,N,32.76156,-117.11786,2020-09-10,"4672 35th Street,San Diego,CA,92116",92116
424,37683386039119,Alcott Elementary,92117-2503,ELEM,N,32.832311,-117.22046,2020-08-13,"4680 Hidalgo Avenue,San Diego,CA,92117",92117
425,37683386039135,Angier Elementary,92123-2013,ELEM,N,32.804911,-117.14534,2020-08-13,"8450 Hurlbut Street,San Diego,CA,92123",92123
426,37683386039143,Audubon K-8,92114-4836,ELEM,N,32.71121,-117.03008,2020-07-02,"8111 San Vicente,San Diego,CA,92114",92114
427,37683386039150,Baker Elementary,92113-1808,ELEM,N,32.698826,-117.10711,2020-08-13,"4041 T Street,San Diego,CA,92113",92113
428,37683386039168,Balboa Elementary,92113-4017,ELEM,N,32.687014,-117.108,2020-07-02,"1844 South 40th Street,San Diego,CA,92113",92113
429,37683386039184,Barnard Elementary,92109-4855,ELEM,N,32.802554,-117.2251,2020-09-10,"2445 Fogg Street,San Diego,CA,92109",92109
430,37683386039200,Bay Park Elementary,92110-3338,ELEM,N,32.786443,-117.20399,2020-08-13,"2433 Denver Street,San Diego,CA,92110",92110
431,37683386039242,Bird Rock Elementary,92037-8016,ELEM,N,32.811037,-117.26501,2020-08-13,"5371 La Jolla Hermosa Avenue,La Jolla,CA,92037",92037
432,37683386039259,Birney Elementary,92103-2406,ELEM,N,32.755275,-117.14875,2020-08-13,"4345 Campus Avenue,San Diego,CA,92103",92103
433,37683386039267,Boone Elementary,92114-7115,ELEM,N,32.694651,-117.0364,2019-11-14,"7330 Brookhaven Road,San Diego,CA,92114",92114
434,37683386039283,Burbank Elementary,92113-1237,ELEM,N,32.70044,-117.13891,2020-07-02,"2146 Julian Avenue,San Diego,CA,92113",92113
435,37683386039291,Cabrillo Elementary,92106-2447,ELEM,N,32.720377,-117.23364,2020-09-10,"3120 Talbot Street,San Diego,CA,92106",92106
436,37683386039309,Cadman Elementary,92117-4543,ELEM,N,32.822127,-117.21453,2020-08-13,"4370 Kamloop Avenue,San Diego,CA,92117",92117
437,37683386039341,Carson Elementary,92111-7021,ELEM,N,32.776942,-117.17104,2020-07-02,"6905 Kramer Street,San Diego,CA,92111",92111
438,37683386039358,Carver Elementary,92105-3807,ELEM,N,32.739196,-117.07105,2020-08-13,"3251 Juanita Street,San Diego,CA,92105",92105
439,37683386039366,Central Elementary,92105-1436,ELEM,N,32.751484,-117.10716,2019-02-13,"4063 Polk Avenue,San Diego,CA,92105",92105
440,37683386039374,Chesterton Elementary,92111-5824,ELEM,N,32.794045,-117.16209,2020-08-13,"7335 Wheatley Street,San Diego,CA,92111",92111
441,37683386039382,Chollas/Mead Elementary,92102-4732,ELEM,N,32.710528,-117.09784,2020-08-13,"401 North 45th Street,San Diego,CA,92102",92102
442,37683386039390,Clay Elementary,92115-4244,ELEM,N,32.763509,-117.05796,2020-08-13,"6506 Solita Avenue,San Diego,CA,92115",92115
443,37683386039424,Crown Point Elementary,92109-5946,ELEM,N,32.793243,-117.23889,2020-08-13,"4033 Ingraham Street,San Diego,CA,92109",92109
444,37683386039432,Cubberley Elementary,92123-2638,ELEM,N,32.801667,-117.12714,2020-08-13,"3201 Marathon Drive,San Diego,CA,92123",92123
445,37683386039440,Curie Elementary,92122-2523,ELEM,N,32.854678,-117.20303,2020-08-13,"4080 Governor Drive,San Diego,CA,92122",92122
446,37683386039457,Darnall Charter,92115-6520,ELEM,N,32.746606,-117.06676,2019-02-13,"6020 Hughes Street,San Diego,CA,92115",92115
447,37683386039481,Dewey Elementary,92110-4835,ELEM,N,32.74754,-117.20804,2020-08-13,"3251 Rosecrans Street,San Diego,CA,92110",92110
448,37683386039499,Edison Elementary,92104-2291,ELEM,N,32.751057,-117.11804,2020-09-10,"4077 35th Street,San Diego,CA,92104",92104
449,37683386039507,Ralph Waldo Emerson Elementary,92113-3118,ELEM,N,32.695014,-117.11874,2020-08-20,"3510 Newton Avenue,San Diego,CA,92113",92113
450,37683386039515,Encanto Elementary,92114-2818,ELEM,N,32.714909,-117.05804,2020-07-02,"822 65th Street,San Diego,CA,92114",92114
451,37683386039523,Euclid Elementary,92105-1910,ELEM,N,32.752319,-117.09226,2020-08-13,"4166 Euclid Avenue,San Diego,CA,92105",92105
452,37683386039556,Field Elementary,92117-2810,ELEM,N,32.832971,-117.19927,2020-07-02,"4375 Bannock Avenue,San Diego,CA,92117",92117
453,37683386039564,Fletcher Elementary,92123-3701,ELEM,N,32.785778,-117.1585,2020-08-13,"7666 Bobolink Way,San Diego,CA,92123",92123
454,37683386039572,Florence Elementary,92103-3089,ELEM,N,32.748814,-117.16391,2020-08-13,"3914 First Avenue,San Diego,CA,92103",92103
455,37683386039598,Foster Elementary,92120-2794,ELEM,N,32.791734,-117.0841,2020-08-13,"6550 51st Street,San Diego,CA,92120",92120
456,37683386039606,Franklin Elementary,92116-4802,ELEM,N,32.75806,-117.104,2020-08-13,"4481 Copeland Avenue,San Diego,CA,92116",92116
457,37683386039614,Freese Elementary,92114-7309,ELEM,N,32.703611,-117.02741,2020-08-13,"8140 Greenlawn Drive,San Diego,CA,92114",92114
458,37683386039630,Fulton K-8,92114-5930,ELEM,N,32.702667,-117.04741,2020-08-13,"7055 Skyline Drive,San Diego,CA,92114",92114
459,37683386039648,Gage Elementary,92119-1918,ELEM,N,32.806947,-117.01474,2020-02-04,"6811 Bisby Lake Avenue,San Diego,CA,92119",92119
460,37683386039655,Garfield Elementary,92116-3018,ELEM,N,32.7583,-117.13512,2020-08-13,"4487 Oregon Street,San Diego,CA,92116",92116
461,37683386039671,Grant K-8,92103-1792,ELEM,N,32.749893,-117.17562,2020-09-10,"1425 Washington Place,San Diego,CA,92103",92103
462,37683386039697,Green Elementary,92119-2969,ELEM,N,32.796445,-117.04495,2020-08-13,"7030 Wandermere Place,San Diego,CA,92119",92119
463,37683386039705,Hamilton Elementary,92105-4635,ELEM,N,32.736135,-117.10096,2020-07-02,"2807 Fairmount Avenue,San Diego,CA,92105",92105
464,37683386039713,Hardy Elementary,92115-1329,ELEM,N,32.771216,-117.07974,2020-08-13,"5420 Montezuma Road,San Diego,CA,92115",92115
465,37683386039721,Hawthorne Elementary,92117-1358,ELEM,N,32.838493,-117.18864,2020-08-13,"4750 Lehrer Drive,San Diego,CA,92117",92117
466,37683386039739,Hearst Elementary,92120-4604,ELEM,N,32.782889,-117.06432,2020-08-13,"6230 Del Cerro Boulevard,San Diego,CA,92120",92120
467,37683386039747,Holmes Elementary,92111-3808,ELEM,N,32.810047,-117.18916,2020-08-13,"4902 Mount Ararat Drive,San Diego,CA,92111",92111
468,37683386039754,Horton Elementary,92102-3734,ELEM,N,32.712278,-117.08621,2020-09-10,"5050 Guymon Street,San Diego,CA,92102",92102
469,37683386039762,Fay Elementary,92105-2209,ELEM,N,32.750942,-117.08361,2020-07-02,"4080 52nd Street,San Diego,CA,92105",92105
470,37683386039770,Jefferson Elementary,92104-3532,ELEM,N,32.74722,-117.13284,2020-08-13,"3770 Utah Street,San Diego,CA,92104",92104
471,37683386039788,Johnson Elementary,92114-1229,ELEM,N,32.719126,-117.07514,2020-08-13,"1355 Kelton Road,San Diego,CA,92114",92114
472,37683386039796,Jones Elementary,92123-2836,ELEM,N,32.796255,-117.14242,2020-08-13,"2751 Greyling Drive,San Diego,CA,92123",92123
473,37683386039804,Juarez Elementary,92123-3535,ELEM,N,32.792242,-117.12589,2020-02-03,"2633 Melbourne Drive,San Diego,CA,92123",92123
474,37683386039812,Keiller Leadership Academy,92114-3007,ELEM,N,32.712076,-117.04241,2020-08-13,"7270 Lisbon Street,San Diego,CA,92114",92114
475,37683386039846,La Jolla Elementary,92037-5131,ELEM,N,32.839513,-117.27086,2020-08-13,"1111 Marine Street,La Jolla,CA,92037",92037
476,37683386039853,Lafayette Elementary,92117-3346,ELEM,N,32.827552,-117.16914,2020-08-13,"6125 Printwood Way,San Diego,CA,92117",92117
477,37683386039861,Pacific View Leadership Elementary,92139-3612,ELEM,N,32.670197,-117.0571,2020-08-13,"6196 Childs Avenue,San Diego,CA,92139",92139
478,37683386039879,Linda Vista Elementary,92111-5530,ELEM,N,32.793449,-117.17314,2020-07-02,"2772 Ulric Street,San Diego,CA,92111",92111
479,37683386039887,Lindbergh/Schweitzer Elementary,92111-3128,ELEM,N,32.819448,-117.17152,2020-08-13,"4133 Mount Albertine Avenue,San Diego,CA,92111",92111
480,37683386039903,Loma Portal Elementary,92106-1599,ELEM,N,32.740347,-117.2211,2020-08-13,"3341 Browning Street,San Diego,CA,92106",92106
481,37683386039911,Longfellow K-8,92110-1114,ELEM,N,32.783766,-117.18851,2020-09-10,"5055 July Street,San Diego,CA,92110",92110
482,37683386039929,Perkins K-8,92113-2104,ELEM,N,32.700764,-117.14913,2020-08-13,"1770 Main Street,San Diego,CA,92113",92113
483,37683386039952,Marshall Elementary,92105-3698,ELEM,N,32.742345,-117.08638,2020-09-10,"3550 Altadena Avenue,San Diego,CA,92105",92105
484,37683386039960,Marvin Elementary,92120-1905,ELEM,N,32.796157,-117.06913,2020-08-13,"5720 Brunswick Avenue,San Diego,CA,92120",92120
485,37683386039978,McKinley Elementary,92104-5218,ELEM,N,32.736627,-117.12208,2020-08-13,"3045 Felton Street,San Diego,CA,92104",92104
486,37683386040000,Language Academy,92115-2602,ELEM,N,32.768355,-117.06227,2020-02-03,"4961 64th Street,San Diego,CA,92115",92115
487,37683386040018,Harriet Tubman Village Charter,92115-1728,ELEM,N,32.769775,-117.04975,2019-02-13,"6880 Mohawk Street,San Diego,CA,92115",92115
488,37683386040026,Oak Park Elementary,92105-4999,ELEM,N,32.732601,-117.0797,2020-08-13,"2606 54th Street,San Diego,CA,92105",92105
489,37683386040034,Ocean Beach Elementary,92107-2297,ELEM,N,32.745144,-117.24615,2020-08-13,"4741 Santa Monica Avenue,San Diego,CA,92107",92107
490,37683386040042,Pacific Beach Elementary,92109-1856,ELEM,N,32.808661,-117.25041,2020-08-13,"1234 Tourmaline Street,San Diego,CA,92109",92109
491,37683386040059,Paradise Hills Elementary,92139-1799,ELEM,N,32.679597,-117.06622,2020-08-13,"5816 Alleghany Street,San Diego,CA,92139",92139
492,37683386040067,Perry Elementary,92139-1142,ELEM,N,32.684978,-117.05864,2020-08-13,"6290 Oriskany Road,San Diego,CA,92139",92139
493,37683386040083,Riley/New Dawn,92111-4016,ELEMHIGH,N,32.809086,-117.17936,2020-08-13,"5650 Mount Ackerly Drive,San Diego,CA,92111",92111
494,37683386040091,Rolando Park Elementary,92115-6740,ELEM,N,32.747808,-117.05444,2020-08-13,"6620 Marlowe Drive,San Diego,CA,92115",92115
495,37683386040109,Ross Elementary,92111-4317,ELEM,N,32.811323,-117.16124,2020-08-13,"7470 Bagdad Street,San Diego,CA,92111",92111
496,37683386040117,Rowan Elementary,92105-5631,ELEM,N,32.723626,-117.11303,2020-09-10,"1755 Rowan Street,San Diego,CA,92105",92105
497,37683386040133,Sequoia Elementary,92117-3220,ELEM,N,32.828397,-117.17864,2020-08-13,"4690 Limerick Avenue,San Diego,CA,92117",92117
498,37683386040141,Sessions Elementary,92109-3617,ELEM,N,32.8087,-117.23201,2020-09-10,"2150 Beryl Street,San Diego,CA,92109",92109
499,37683386040158,Sherman Elementary,92102-2918,ELEM,N,32.708405,-117.1439,2020-07-02,"301 22nd Street,San Diego,CA,92102",92102
500,37683386040166,Silver Gate Elementary,92107-3699,ELEM,N,32.733235,-117.24415,2020-08-13,"1499 Venice Street,San Diego,CA,92107",92107
501,37683386040174,Spreckels Elementary,92122-3399,ELEM,N,32.849998,-117.21334,2020-08-13,"6033 Stadium Street,San Diego,CA,92122",92122
502,37683386040190,King-Chavez Primary Academy,92102-4236,ELEM,N,32.709848,-117.12742,2020-08-13,"415 31st Street,San Diego,CA,92102",92102
503,37683386040208,Sunset View Elementary,92107-4199,ELEM,N,32.724692,-117.25049,2020-09-10,"4365 Hill Street,San Diego,CA,92107",92107
504,37683386040224,Toler Elementary,92117-6017,ELEM,N,32.80064,-117.20929,2020-08-13,"3350 Baker Street,San Diego,CA,92117",92117
505,37683386040232,Torrey Pines Elementary,92037-2106,ELEM,N,32.858621,-117.24378,2020-08-13,"8350 Cliffridge Avenue,La Jolla,CA,92037",92037
506,37683386040257,Valencia Park Elementary,92114-5599,ELEM,N,32.701466,-117.07178,2020-08-13,"5880 Skyline Drive,San Diego,CA,92114",92114
507,37683386040265,Washington Elementary,92101-2598,ELEM,N,32.724215,-117.1667,2020-08-13,"1789 State Street,San Diego,CA,92101",92101
508,37683386040273,Webster Elementary,92102-1354,ELEM,N,32.724157,-117.09239,2020-08-13,"4801 Elm Street,San Diego,CA,92102",92102
509,37683386040281,Wegeforth Elementary,92123-2207,ELEM,N,32.805607,-117.1365,2020-08-13,"3443 Ediwhar Avenue,San Diego,CA,92123",92123
510,37683386040299,Benchley/Weinberger Elementary,92119-3051,ELEM,N,32.794462,-117.03254,2020-08-13,"6269 Twin Lake Drive,San Diego,CA,92119",92119
511,37683386040307,Whitman Elementary,92117-1101,ELEM,N,32.836074,-117.20321,2020-08-13,"4050 Appleton Street,San Diego,CA,92117",92117
512,37683386059588,Bell Middle,92139-1399,INTMIDJR,N,32.688916,-117.03736,2019-02-13,"620 Briarwood Road,San Diego,CA,92139",92139
513,37683386059596,Correia Middle,92107-1510,INTMIDJR,N,32.748723,-117.23133,2020-08-13,"4302 Valeta Street,San Diego,CA,92107",92107
514,37683386059604,Dana,92106-3709,ELEM,N,32.73311,-117.23346,2020-08-13,"1775 Chatsworth Boulevard,San Diego,CA,92106",92106
515,37683386059638,Lewis Middle,92120-1220,INTMIDJR,N,32.795877,-117.07977,2020-08-13,"5170 Greenbrier Avenue,San Diego,CA,92120",92120
516,37683386059646,Mann Middle,92115-5336,INTMIDJR,N,32.75662,-117.0793,2020-08-13,"4345 54th Street,San Diego,CA,92115",92115
517,37683386059653,Marston Middle,92117-5915,INTMIDJR,N,32.808054,-117.20111,2020-08-13,"3799 Clairemont Drive,San Diego,CA,92117",92117
518,37683386059679,Montgomery Middle,92111-6099,INTMIDJR,N,32.788093,-117.17162,2020-09-10,"2470 Ulric Street,San Diego,CA,92111",92111
519,37683386059687,Muirlands Middle,92037-6299,INTMIDJR,N,32.83213,-117.2697,2020-09-10,"1056 Nautilus Street,La Jolla,CA,92037",92037
520,37683386059695,Pacific Beach Middle,92109-3192,INTMIDJR,N,32.802126,-117.24167,2020-02-03,"4676 Ingraham Street,San Diego,CA,92109",92109
521,37683386059703,Roosevelt International Middle,92103-5299,INTMIDJR,N,32.740202,-117.14746,2020-09-10,"3366 Park Boulevard,San Diego,CA,92103",92103
522,37683386059711,Taft Middle,92123-4015,INTMIDJR,N,32.802346,-117.13113,2020-08-13,"9191 Gramercy Drive,San Diego,CA,92123",92123
523,37683386061964,The O'Farrell Charter,92114-5620,ELEMHIGH,C,32.701375,-117.06485,2020-08-13,"6130 Skyline Drive,San Diego,CA,92114",92114
524,37683386061972,Pershing Middle,92119-2636,INTMIDJR,N,32.800979,-117.02039,2020-08-13,"8204 San Carlos Drive,San Diego,CA,92119",92119
525,37683386061980,Wilson Middle,92105-1038,INTMIDJR,N,32.753259,-117.11195,2019-02-13,"3838 Orange Avenue,San Diego,CA,92105",92105
526,37683386069116,Miramar Ranch Elementary,92131-1204,ELEM,N,32.910297,-117.09902,2020-08-13,"10770 Red Cedar Drive,San Diego,CA,92131",92131
527,37683386071914,Mason Elementary,92126-3235,ELEM,N,32.906112,-117.13948,2020-08-13,"10340 San Ramon Drive,San Diego,CA,92126",92126
528,37683386077317,Penn Elementary,92139-3843,ELEM,N,32.673067,-117.0471,2020-08-13,"2797 Utica Drive,San Diego,CA,92139",92139
529,37683386089015,Ericson Elementary,92126-1943,ELEM,N,32.927749,-117.13565,2020-08-13,"11174 Westonhill Drive,San Diego,CA,92126",92126
530,37683386089023,Hickman Elementary,92126-2629,ELEM,N,32.914994,-117.15224,2020-08-13,"10850 Montongo Street,San Diego,CA,92126",92126
531,37683386089049,Sandburg Elementary,92126-1235,ELEM,N,32.925833,-117.14979,2020-08-13,"11230 Avenida del Gato,San Diego,CA,92126",92126
532,37683386089056,Tierrasanta Elementary,92124-1417,ELEM,N,32.829402,-117.09678,2020-02-21,"5450 La Cuenta Drive,San Diego,CA,92124",92124
533,37683386089064,Walker Elementary,92126-2908,ELEM,N,32.912841,-117.12669,2020-08-13,"9225 Hillery Drive,San Diego,CA,92126",92126
534,37683386093256,Miller Elementary,92124-2933,ELEM,N,32.818568,-117.10756,2020-09-10,"4343 Shields Street,San Diego,CA,92124",92124
535,37683386096051,Hancock Elementary,92124-3501,ELEM,N,32.805301,-117.108,2020-08-13,"3303 Taussig Street,San Diego,CA,92124",92124
536,37683386096598,Standley Middle,92122-3330,INTMIDJR,N,32.852231,-117.20568,2020-08-13,"6298 Radcliffe Drive,San Diego,CA,92122",92122
537,37683386096879,Dailard Elementary,92120-2125,ELEM,N,32.804463,-117.0539,2020-08-13,"6425 Cibola Road,San Diego,CA,92120",92120
538,37683386097844,Wangenheim Middle,92126-3799,INTMIDJR,N,32.905408,-117.12646,2020-08-13,"9230 Gold Coast Drive,San Diego,CA,92126",92126
539,37683386099055,Doyle Elementary,92122-1601,ELEM,N,32.863694,-117.22184,2020-08-13,"3950 Berino Court,San Diego,CA,92122",92122
540,37683386099063,Farb Middle,92124-3015,INTMIDJR,N,32.819754,-117.09995,2020-08-13,"4880 La Cuenta Drive,San Diego,CA,92124",92124
541,37683386099071,Jerabek Elementary,92131-1426,ELEM,N,32.908201,-117.08352,2020-08-13,"10050 Avenida Magnifica,San Diego,CA,92131",92131
542,37683386099089,Vista Grande Elementary,92124-1306,ELEM,N,32.834267,-117.10709,2020-08-13,"5606 Antigua Boulevard,San Diego,CA,92124",92124
543,37683386106173,Bethune K-8,92114-7827,ELEM,N,32.689764,-117.05013,2020-08-13,"6835 Benjamin Holt Road,San Diego,CA,92114",92114
544,37683386106181,De Portola Middle,92124-1507,INTMIDJR,N,32.828049,-117.09202,2020-08-13,"11010 Clairemont Mesa Boulevard,San Diego,CA,92124",92124
545,37683386106199,Zamorano Elementary,92139-2989,ELEM,N,32.680338,-117.03864,2020-08-13,"2655 Casey Street,San Diego,CA,92139",92139
546,37683386107056,Challenger Middle,92126-2599,INTMIDJR,N,32.913729,-117.15613,2020-09-10,"10810 Parkdale Avenue,San Diego,CA,92126",92126
